,name,description
360,RiskPerception," A RiskPerception is a specialization of RiskViewDefinition that defines
            values or concerns (a risk level) with which a stakeholder views a particular Risk. The
            risk level is represented by a set of property values referenced from
            RiskPerception.riskLevelRepresentations. If more than one property value is provided
            each property value shall be equivalent. One riskLevelRepresentation could be 4 (from a
            maximum of 5) and a second could be ""high"". NOTE: The definition attribute of each of
            the riskLevelRepresentations shall refer to a definition for RiskLevel. The definition
            attribute of the riskLevelRepresentations could refer to an ExternalPropertyDefinition
            that uses an ExternalOwlObject with individual set to
            ""http://docs.oasis-open.org/plcs/ns/plcslib/v1.0/data/contexts/OASIS/refdata/plcs-rdl#Risk_Level"".
            NOTE: RiskPerception depends on the stake holder's expressed needs, issues, and
            knowledge. NOTE: RiskPerception can differ from objective data. NOTE: RiskPerception may
            be used qualitatively or quantitatively to form a risk matrix. NOTE: Risk will be
            perceived differently in different contexts, such as in the context of human safety,
            mission success, project time schedule, performance or economy. "
361,RiskPerceptionRelationship,"A RiskPerceptionRelationship defines an association between two
            instances of RiskPerception. "
362,RiskPerceptionSourceAssignment," A RiskPerceptionSourceAssignment is a specialization of
            AssignmentObject. It assigns a set of one or many items that are the source for a
            RiskPerception to the RiskPerception. "
363,RiskRelationship," A RiskRelationship is a specialization of ProductRelationship. It is an
            association between two an association between two instances of Risk.
         "
364,RiskVersion," A RiskVersion is a specialization of ProductVersion. It defines a form
            of a risk that differ in certain respects from an earlier form of that risk or from
            other forms of that risk. NOTE: Use of RiskVersion allows several RiskPerception
            instances to be assigned to a specific Risk. "
365,RiskViewDefinition," ARiskViewDefinition is a specialization of a ProductViewDefinition  and
            is an abstract generalization of instances that represents … NOTE: Only non-abstract
            specializations of the RiskViewDefinition can be instantiated. "
366,Scheme,"A Scheme is a specialization of ActivityMethod. It provides the
            identification and description of an intended course of action to accomplish an
            objective. A Scheme enables the ordering of entries. Dates and times may be specified
            for entries and time intervals between entries. NOTE: A Scheme may be classified as a
            Plan or Schedule, and it may be further classified into specific types of Plans or
            Schedules. Acquisition plan, Maintenance plan, Resource schedule are examples of
            schemes. "
367,SchemeEntry,"A SchemeEntry is a specialization of ActivityMethod that provides the
            identification and description of a single entry in a specific Scheme. NOTE: A
            SchemeEntry may be associated with time constraints. NOTE: A SchemeEntry only exists
            within the scope of a specific Scheme. "
368,SchemeEntryAssignment," A SchemeEntryAssignment is a specialization of an AssignmentObject that
            represents the assignment of SchemeEntry instances to instances that are specializations
            of SchemeEntryAssignmentSelect. NOTE: The meaning of the assignment is determined by
            classification which is identified by the AssignmentObject property. The possible
            classifications are subclasses of . NOTE: The SchemeEntryAssignment links the single
            items included in Plans and Schedules with their associated SchemeEntry. These items may
            be actions, events, or tasks depending on the nature of the Plan or Schedule.
         "
369,SchemeEntryRelationship,"A SchemeEntryRelationship is a specialization of
            ActivityMethodRelationship. It relates two SchemeEntry entities. An association may
            exists between SchemeEntry entities that relate to different Scheme or between different
            SchemeEntry entity instances for the same Scheme. NOTE: The SchemeEntryRelationship
            provides the ability to relate entries included in Plans or Schedules in different ways.
            By applying classifications on the SchemeEntryRelationship it can be used for different
            purposes. Decomposition, Dependency, and sequencing are examples of kinds of
            relationships possible between schema entries. "
370,SchemeRelationship," A SchemeRelationship is a specialization of ActivityMethodRelationship
            relating two Schemes. NOTE: The SchemeRelationship provides the ability to relate Plans
            or Schedules represented by the Scheme entity in different ways. If classifications are
            available to the schema using this on, by applying classifications on the
            SchemeRelationship it can be used for different purposes. Decomposition, based-on,
            alternative, version are kinds of relationships between Schemes. "
371,SchemeSubjectAssignment," A SchemeSubjectAssignment is a specialization of an AssignmentObject
            that represents the assignment of Scheme with a specific subject. NOTE: The meaning of
            the assignment is determined by classification which is identified by the
            AssignmentObject property. The possible classifications are subclasses of . NOTE: The
            SchemeSubjectAssignment links the Plans and Schedules with their associated subjects or
            targets. This may indicate the intent of the scheme. The maintenance plan for an
            individual vehicle, where the subject attribute points to an entity instance
            representing the individual vehicle. "
372,SchemeVersion,"A SchemeVersion is a specialization of ActivityMethod. It enables
            version control of Scheme. "
373,SchemeVersionAssignment," A SchemeVersionAssignment is a specialization of an AssignmentObject
            that represents the assignment of a SchemeVersion instances to instances that are
            specializations of SchemeVersionAssignmentSelect. NOTE: The meaning of the assignment is
            determined by classification which is identified by the AssignmentObject property. The
            possible classifications are subclasses of . "
374,SchemeVersionRelationship," A SchemeVersionRelationship is a specialization of
            ActivityMethodRelationship relating two SchemeVersions. NOTE: The meaning of the
            relationship is determined by classification which is identified by the
            RelationshipObject property. The possible classifications are subclasses of .
         "
375,SecurityClassification,"A SecurityClassification is a level of confidentiality that can be
            applied to protect activity or product data against unauthorized usage.
         "
376,SecurityClassificationAssignment,"A SecurityClassificationAssignment is an association of a
            SecurityClassification with activity or product data. "
377,SelectedItemAssignment,"A SelectedItemAssignment is the identification of the product or
            activity data referenced by SelectedItemAssignment as being a member of a class
            identified by ClassSelect. "
378,SequenceOfState,"A SequenceOfState is a specialization of StateRelationship in which one
            set of State precedes another set of State. "
379,SequenceOfStateDefinition,"A SequenceOfStateDefinition is a specialization of
            StateDefinitionRelationship. It defines a sequence of two or more state definitions.
         "
380,SequencingRelationship," A SequencingRelationship is a specialization of
            SchemeEntryRelationship. It defines a specific type of sequencing and relative timing
            for two SchemeEntry. NOTE: Specific types of sequencing could include start-start,
            finish-start. "
381,SerialEffectivity,"A SerialEffectivity is a specialization of Effectivity for which the
            domain of applicability is defined as a possibly open-ended interval of serial numbers.
         "
382,SetMembership," ASetMembership is a relationship that is between a set and a thing that
            indicates the thing is a member of the set. NOTE: the term 'class' and 'set' are
            synonyms. "
383,ShapeDependentPropertyRepresentation,"A ShapeDependentPropertyRepresentation is the representation of a
            characteristic derived from or imposed to an ItemShape or a ShapeElement. The centre of
            mass is an example of shape dependent property, of a shape, that can be represented by a
            cartesian point. The area and the volumes are examples of characteristic that can be
            represented by a measure value with unit. NOTE: A ShapeDependentPropertyRepresentation
            is independent of the representations of the shape. "
384,ShapeDescriptionAssociation,"A ShapeDescriptionAssociation is an association of a geometric
            representation with a shape characteristic. "
385,ShapeElement,"A ShapeElement is a portion of a shape. The threaded portion of the
            shape of a bolt may be represented as a ShapeElement, so that other properties, such as
            surface finish, may be associated with it. "
386,ShapeElementRelationship,"A ShapeElementRelationship is a relationship between two instances of
            ShapeElement. "
387,ShapePlacementAssociation,"A ShapePlacementAssociation is a specialization of
            ShapeDescriptionAssociation. "
388,SimultaneousElements,"A SimultaneousElements is a specialization of ConcurrentElements that
            represents two or more actions to be performed together. "
389,StandardUncertainty,"A StandardUncertainty is a specialization of UncertaintyQualifier. A
            StandardUncertainty may be an ExpandedUncertainty. The uncertainty is defined in clause
            2 of ""The Guide to the Expression of Uncertainty in Measurement"". "
390,StartTask,"A StartTask is a type of TaskElement. It signifies the start point of
            the task. NOTE: Not all formal task description require start and end elements, their
            inclusion is in a sequence is optional. "
391,State,"A State is the mode of being in which something does or could exist or
            existed for a period of time. NOTE: A state's existence can be just a state that an
            instance is currently in, a predicted state that an instance will eventually be in, or
            an observed state that an instance has been in. NOTE: The period of existence may be an
            instant or longer. Main Engine No. 1 is in ""operation"". When Generator No. 2 surpasses
            5,000 service hours, it will enter ""maintenance"" mode. The portable computer's power
            supply was attached after it displayed a ""low-battery"" warning. "
392,StateAssertion,"A StateAssertion is used to assert that the subject State is in
            conformance with a particular StateDefinition. "
393,StateAssessment,"A StateAssessment is used to determine whether the subject State is
            comparable with a particular StateDefinition. "
394,StateAssignment,"An StateAssignment is a relationship that allows a subject to have State
            or to be in a State. "
395,StateCauseEffect,"A StateCauseEffect is a specialization of state relationship and it
            relates two or more states as one state causing particular resulting effect state(s). In
            turn, an effect state can become a new causing state yielding in yet more effect states.
         "
396,StateCauseEffectDefinition,"A StateCauseEffectDefinition is a specialization of
            StateDefinitionRelationship that is used to define a causal relationship between two
            sets of StateDefinition entities. At least one StateDefinition acts as a cause and at
            least one StateDefinition acts as a effect. NOTE: Additional causal relationships
            between states can be expressed using the following subtypes:
            AndStateCauseEffectDefinition, OrStateCauseEffectDefinition, and
            XorStateCauseEffectDefinition. "
397,StateComplementDefinition,"A StateComplementDefinition is a specialization of
            StateDefinitionRelationship. It is a relationship among three sets of StateDefinition
            entities. It defines the complement of a set of StateDefinition entities relative to a
            set of StateDefinition entities that are the universe. NOTE: The semantics are the same
            as in elementary set theory. NOTE: The relationship between a StateDefinition and its
            complement is symmetrical. "
398,StateDefinition,"A StateDefinition is a mode of being. In formal systems, a
            StateDefinition is the definition of a situation during which some (usually implicit)
            invariant condition holds. "
399,StateDefinitionAssignment,"An StateDefinitionAssignment is a mechanism that enables an instance to
            have or to be in a StateDefinition. "
400,StateDefinitionRelationship,"A StateDefinitionRelationship is an association between two or more
            instances of StateDefinition. NOTE: Relationships between StateDefinition entities may
            be used to support fault diagnosis. "
401,StateObserved,"A StateObserved is a specialization of State. It is an individual or
            realized State that is observed. "
402,StatePredicted,"A StatePredicted is a specialization of State It is a predicted actual
            State. Where a predicted state needs to be related to an observed state, the
            StatePredictedToObserved entity shall be used. "
403,StatePredictedToObserved,"A StatePredictedToObserved is a specialization of state relationship. It
            specifies the relationship between two individual states, one of which is a
            StatePredicted to a second state which is a StateObserved. "
404,StateProperSubsetDefinition,"A StateProperSubsetDefinition is a specialization of
            StateDefinitionRelationship. It is a relationship between two sets of StateDefinition
            entities. NOTE: The relationship between a state and its environment can be described as
            a StateProperSubsetDefinition. The identification of an intrinsic state is the
            properSubset. The identification of an extrinsic state is the properSuperset.
         "
405,StateRelationship,"A StateRelationship is a relationship between two or more State.
         "
406,StateSubsetDefinition,"A StateSubsetDefinition is a specialization of
            StateDefinitionRelationship. It is a relationship between two sets of StateDefinition
            entities. NOTE: The first set may be equal to the second set. "
407,StateSymptomDefinition,"A StateSymptomDefinition is a specialization of
            StateDefinitionRelationship. It relates two or more StateDefinition entities in regards
            to symptom, where a symptom is something that indicates the existence of something else.
            At least one StateDefinition acts as a symptomCause and at least one StateDefinition
            acts as a symptomEffect. "
408,StateTransition,"A StateTransition is a specialization of state relationship and it
            relates two or more states before and after a transition in State, where at least one
            State is a start state and at least one State is an end state. "
409,StateTransitionDefinition,"A StateTransitionDefinition is a specialization of
            StateDefinitionRelationship. It relates two or more StateDefinition entities before and
            after a transition in state, where at least one StateDefinition is a startState and at
            least one StateDefinition is an endState. "
410,StringValue,"A StringValue is a specialization of PropertyValue that represents a
            sequence of one or more alphanumeric characters."
411,StructuredTaskElement,"A StructuredTaskElement is a type of TaskElement. It is made up of other
            TaskElements "
412,SubsetMember," ASubsetMember is a relationship that is between: set A; and set B. that
            indicates: each member of set A is also a member of set B. NOTE: Set A may be equal to
            set B. "
413,SuppliedPartRelationship,"A SuppliedPartRelationship is a specialization of
            ProductVersionRelationship that relates two instances of ProductVersion that represent
            the same instance in different organizational contexts. One of the organizations is the
            supplier of the instance to the other organization. This entity is applicable for part
            versions and document versions. NOTE: This entity enables to represent the fact that two
            organizations may use distinct identifiers to identify their Product and their versions.
            NOTE: This mechanism can only be used in an information system or in exchange files
            where the content of the id attribute of instances of Product is not constrained by a
            particular identification scheme. "
414,System,"A System is a specialization of Product used to identify a conceptual
            solution to a collection of requirements. NOTE: The concept system is any thing -
            matter, energy, organisation or information or a combination of these - for which
            reproducible measurements exist. The concept system excludes any asserted thing based on
            personal experience for which no reproducible measurements exist. NOTE: SEDRES
            Definition: ""An assembly of interacting, active components or elements forming a whole"".
            NOTE: Another definition would be ""That which is discernible by reproducible measurement
            of its characteristics, and has a defined boundary (statically and dynamically) with
            respect to the universe"". "
415,SystemBreakdown,"A SystemBreakdown is a specialization of Breakdown that identifies a
            partitioning of a system into a set of related elements so as to form explicit, assembly
            - component views that comprise the system elements. The assembly-component view is
            represented by SystemElementUsage instances relating the system elements in the
            breakdown which are represented by SystemElements. A system breakdown provides a
            decomposition of an aircraft in terms of high-level mechanisms such as fuel system or
            flight control system - which might, in the second example, further decompose into
            low-level systems such as autopilot system and instrument landing system.
         "
416,SystemBreakdownContext,"A SystemBreakdownContext is a specialization of BreakdownContext that is
            a membership relationship between a SystemElement and a SystemBreakdown of which the
            system element is a member. A heating system is a member of the breakdown of a climate
            control system. "
417,SystemBreakdownVersion," A SystemBreakdownVersion is a specialization of BreakdownVersion that
            identifies a version of a SystemBreakdown A logistics engineer modifies the current
            systems breakdown for an aircraft and associated support equipment on the basis of
            results from a level of repair analysis. "
418,SystemElement,"A SystemElement is a specialization of BreakdownElement that identifies
            the elements in one or more SystemBreakdown instances. "
419,SystemElementDefinition,"A SystemElementDefinition is a specialization of
            BreakdownElementDefinition that identifies a view of a version ( SystemElementVersion)
            of a SystemElement. The collision avoidance system element of a system breakdown is
            subject to a level of repair analysis to support implementation of optimized maintenance
            for an aircraft. "
420,SystemElementUsage,"A SystemElementUsage is a specialization of BreakdownElementUsage that
            is a relationship between a SystemElementDefinition and another SystemElementDefinition
            that is a constituent. In a system breakdown, the fuel system might include a fuel
            storage system and a fuel injection system as components. "
421,SystemElementVersion,"A SystemElementVersion is a specialization of BreakdownElementVersion
            that identifies a version of a SystemElement A sound engineer changes the details
            describing the public address system that is an element in a system breakdown of an
            aircraft. "
422,SystemVersion,"A SystemVersion is a specialization of ProductVersion that represents a
            particular version of a system. NOTE: In this case, this means ""revision"". So for a
            given system (e.g. a fuel injection system) we may have several versions of the system
            design (e.g. v1, v1.1 etc.) "
423,SystemVersionRelationship,"A SystemVersionRelationship is a specialization of
            ProductVersionRelationship used to relate versions of a system. "
424,SystemVersionSequence,"A SystemVersionSequence is a specialization of SystemVersionRelationship
            used to relate a previous version of a system to the version that replaces it.
         "
425,SystemViewDefinition,"A SystemViewDefinition is a specialization of ProductViewDefinition that
            provides a view of a system version relevant for one or more application domains.
         "
426,TaskElement,"A TaskElement is a specialization of ActivityMethod. It is a
            representation of all or part of how to undertake a task. "
427,TaskElementAssignment," A TaskElementAssignment is a specialization of an AssignmentObject that
            represents the assignment of TaskElement instances to instances that are specializations
            of TaskAssignmentSelect. NOTE: The meaning of the assignment is determined by
            classification which is identified by the AssignmentObject property. The possible
            classifications are subclasses of . "
428,TaskElementLevels,"A TaskElementLevels is a type of TaskElement that provides two or more
            different descriptions in place of a single method. The actual work will be the same
            whichever alternative TaskElement is followed. NOTE: This can be used to provide
            different levels of description of a task for people with varying levels of experience
            or expertise. "
429,TaskElementRelationship,"A TaskElementRelationship is a specialization of
            ActivityMethodRelationship. It relates two instances of TaskElement. Can be used to
            capture a time dependency that cuts across the structure of the method.
         "
430,TaskElementSequence,"A TaskElementSequence is a specialization of TaskElement that comprises
            a sequence of steps to be followed in a specified order. "
431,TaskElementStateRelationship,"A TaskElementStateRelationship is an type of ActivityMethodRelationship.
            It is an association between a State or a StateDefinition and a TaskElement. The meaning
            of the entity is determined by classification. Candidate meanings include: assumed
            starting state; required starting state. "
432,TaskInvocation,"A TaskInvocation is a type of TaskElement. It is an instruction to
            perform another task. A TaskElement calls a predefined task to perform an instrument
            calibration. "
433,TaskMethod,"A TaskMethod is a specialization of ActivityMethod. It is a
            specification of work. NOTE: The task method may be implemented using people, machines
            or a combination. "
434,TaskMethodAssignment," A TaskMethodAssignment is a specialization of an AssignmentObject that
            represents the assignment of TaskMethod instances to instances that are specializations
            of TaskAssignmentSelect. NOTE: The meaning of the assignment is determined by
            classification which is identified by the AssignmentObject property. The possible
            classifications are subclasses of . "
435,TaskMethodRelationship," A TaskMethodRelationship is a specialization of
            ActivityMethodRelationship. It relates two task methods. NOTE: The meaning of the
            relationship is determined by classification which is identified by the
            RelationshipObject property. The possible classifications are subclasses of .
         "
436,TaskMethodStateRelationship," A TaskMethodStateRelationship is a relationship between a state and a
            TaskMethod. NOTE: The meaning of the entity is determined by classification. Candidate
            meanings include: Assumed starting state; Required starting state. "
437,TaskMethodVersion,"A TaskMethodVersion is a specialization of ActivityMethod which allows
            the explicit reference to versions of a TaskMethodand to track changes against a
            TaskMethod. "
438,TaskMethodVersionAssignment," A TaskMethodVersionAssignment is a specialization of an
            AssignmentObject that represents the assignment of TaskMethodVersion instances to
            instances that are specializations of TaskAssignmentSelect. NOTE: The meaning of the
            assignment is determined by classification which is identified by the AssignmentObject
            property. The possible classifications are subclasses of . "
439,TaskMethodVersionRelationship,"A TaskMethodVersionRelationship is a specialization of
            ActivityMethodRelationship. It relates two instances of TaskMethodVersion.
         "
440,TaskObjective,"A TaskObjective is a result or objective that is reached by undertaking
            a TaskMethod. NOTE: More than one TaskMethod may be defined for a given objective, if
            there can be several ways to accomplish the objective. "
441,TaskObjectiveStateRelationship,"A TaskObjectiveStateRelationship is a relationship between a state and a
            TaskObjective. NOTE: The meaning of the entity is determined by classification.
            Candidate meanings include: Intended finishing state; Alternative finishing state.
         "
442,TaskStep,"A TaskStep is a specialization of TaskElement that is not further
            sub-divided. "
443,TimeInterval,"A TimeInterval is the identification of an intervening time.
         "
444,TimeIntervalAssignment,"A TimeIntervalAssignment is an association of a TimeInterval with
            product data. "
445,TimeIntervalEffectivity,"A TimeIntervalEffectivity is a specialization of Effectivity for which
            the domain of applicability is defined as a TimeInterval. "
446,TimeIntervalRelationship,"A TimeIntervalRelationship is the association of two instances of
            TimeInterval. The meaning of this association is specified in the
            TimeIntervalRelationship attribute. "
447,TimeIntervalWithBounds," A TimeIntervalWithBounds is a specialization of TimeInterval. A
            TimeIntervalWithBounds is bounded either on one side or both sides. If neither
            secondaryBound nor NumericalValue by the durationFromPrimaryBound are specified, the
            time interval begins at the point in time identified by primaryBound and has no
            specified end point. "
448,TracingRelationship," A TracingRelationship is a specialization of ViewDefinitionRelationship
            that shows tracing from ( TracingRelationship) one requirement to another (
            TracingRelationship). A requirement on the performance of a catalytic converter in a car
            may be traced from a more general emissions requirement. A requirement may trace to many
            other requirements and vice versa - this is achieved by creating multiple instances of
            the tracing relationship entity. NOTE: The inherited "" ViewDefinitionRelationship"" and ""
            ViewDefinitionRelationship"" attributes have been renamed for purposes of clarity. NOTE:
            Properties may be attached to tracing relationships. This is intended to deal with ""user
            defined"" attributes which are common on tracing relationships in requirements tools.
         "
449,TypeOfPerson,"A TypeOfPerson is a type of person. Class 3 welder Truck driver
            Electronics engineer Mechanical technician Helicopter pilot "
450,TypeOfPersonAssignment,"A TypeOfPersonAssignment is the association of a TypeOfPerson in a role
            with an activity or product data. "
451,TypeOfPersonDefinition,"A TypeOfPersonDefinition is the definition of a TypeOfPerson in terms of
            required properties or attributes. A junior mechanical design engineer could be
            specified to be either someone who has 3 years experience of working in a mechanical
            design department, or a degree in mechanical engineering. "
452,TypeOfPersonDefinitionRelationship," A TypeOfPersonDefinitionRelationship is a relationship between two
            definitions of a type of person (TypeOfPersonDefinition). A
            TypeOfPersonDefinitionRelationship is a specialization of a RelationshipObject that is a
            relationship between two instances of a type of person (TypeOfPersonDefinition).
            ""alternate"" and ""superceded by"" are examples of TypeOfPersonDefinitionRelationships.
            NOTE: The meaning of the relationship is determined by classification which is
            identified by the RelationshipObject property. The possible classifications are
            subclasses of . "
453,TypeOfPersonDefinitionRequiredAttributesRelationship,"A TypeOfPersonDefinitionRequiredAttributesRelationship is a relationship
            between a TypeOfPersonDefinition and the attributes required to define that type of
            person. The type of person ""van driver"" is required to possess the qualification named
            ""commercial driving license"" or the experience level ""3 years of driving more than
            10,000 miles per year"". "
454,UncertaintyQualifier,"An UncertaintyQualifier is a generalization of a StandardUncertainty or
            a QualitativeUncertainty. The uncertainty is defined in clause 2 of ""The Guide to the
            Expression of Uncertainty in Measurement"". "
455,Validation,"A Validation is a subjective assertion that an item is ""fit for
            purpose"". Evidence used in this validation is identified by the inverse attribute
            validatedBy. Validation is commonly understood to mean ""Have we built the right
            system?"". Validation is concerned with ensuring that the system will meet the customer’s
            objectives and expectations. Validation usually includes testing under normal usage
            conditions. NOTE: An item may pass validation even though some requirements fail
            verification. NOTE: It is assumed that meta data supporting the validation will be
            applied using assignment entities, such as identification assignment, person and
            organization assignment etc.. Every flight of every Space Shuttle has been a
            ""Validation"" flight to test the new design under actual conditions. No two shuttles have
            flown in the same configuration and many systems cannot be validated except under actual
            conditions. "
456,ValueFunction,"A ValueFunction is a numerically defined function that describes the
            distribution function. "
457,ValueLimit,"A ValueLimit is a specialization of NumericalValue that specifies a
            qualified numerical value representing either the lower limit or the upper limit of a
            particular quantifiable characteristic. "
458,ValueList,"A ValueList is a specialization of PropertyValue that is an ordered
            collection of PropertyValues. A PropertyValue may be composed of different values such
            as 'mass', 'speed', and 'age' which are all necessary in a given context. The ValueList
            collects all of them in a given order, such that each is identifiable by its index in
            the list. "
459,ValueRange,"A ValueRange is a specialization of ValueWithUnit that is a pair of
            numbers representing the range in which the value shall lie. "
460,ValueSet,"A ValueSet is a specialization of PropertyValue that is an unordered
            collection of PropertyValues. A PropertyValue may be composed of different values such
            as 'mass', 'speed', and 'age' which are all necessary in a given context. The ValueSet
            collects all of them in a given order, such that each is identifiable by its index in
            the list. "
461,ValueWithTolerances,"A ValueWithTolerances is a specialization of ValueWithUnit that
            specifies a range of values by specifying a single nominal value and two tolerances that
            are offsets from the single value. The range is defined to be the closed interval [item
            value + lower limit, item value + upper limit]. "
462,ValueWithUnit," A ValueWithUnit is a specialization of a PropertyValue and is an
            abstract generalization of instances that represents the specification of a physical
            quantity by its value and its unit. NOTE: Only non-abstract specializations of the
            ValueWithUnit can be instantiated. "
463,Verification,"A Verification is an objective assertion of a claim that requirement is
            satisfied by a particular item represented in a RequirementSatisfiedBy has been
            verified. The evidence used in this verification is identified by the inverse attribute
            verifiedBy. Verification is commonly understood to mean ""Have we built the system
            right?"". Verification ensures that the specified requirements have been met.
            Verification uses the methods of Test, Analysis, Inspection, Demonstration, Similarity.
            NOTE: Just because an item is verified does not ensure that it meets all stakeholder
            needs or expectations, many of these are never specified are of an un-testable nature
            e.g. ""the car should look sporty"". NOTE: It is assumed that meta data supporting the
            verification will be applied using assignment entities, such as identification
            assignment, person and organization assignment etc.. A data type used to represent a
            vehicle's engine with a power output of 160BHP could be asserted to satisfy a
            requirement ""the vehicle shall have a maximum power output of at least 150BHP"". This
            assertion may be verified by analysis results on simulations of the engine. In this case
            the analysis results would be identified in the items collection of an evidence
            instance, possibly including the approval of the analysis. The evidence instance would
            identify that it is used to support the required verification. "
464,VerificationRelationship," A VerificationRelationship is an association between two verifications.
            NOTE: The meaning of the relationship is determined by classification which is
            identified by the RelationshipObject property. The possible classifications are
            subclasses of . "
465,ViewDefinitionContext," An ViewDefinitionContext is the grouping of an application domain and a
            life cycle stage. It identifies a universe of discourse suitable for the description of
            products. NOTE: Requirements and vocabularies vary among the industrial activity fields.
            This entity intends to identify such a domain. "
466,ViewDefinitionRelationship,"A ViewDefinitionRelationship is an association between two instances of
            ProductViewDefinition. This association represents a relationship between the product
            versions, indirectly identified by the instances of ProductViewDefinition, relevant in
            the definition contexts of the related instances of ProductViewDefinition.
         "
467,ViewDefinitionUsage,"A ViewDefinitionUsage is a specialization of ViewDefinitionRelationship
            that specifies a directed association between two instances of ProductViewDefinition.
            This association represents a relationship stating that, in the definition contexts of
            the related instances of ProductViewDefinition, it is considered that the related
            product is used in the context of the relating product. "
468,WorkOrder," A WorkOrder is an authoritative instrument which provides directions to
            achieve the specified results. A WorkOrder is the authorization for one or more Activity
            instances to be performed. "
469,WorkOrderAssignment,"An WorkOrderAssignment is an association of a WorkOrder with the product
            or activity data that are subjects of this WorkOrder. In case a tyre on a car is flat, a
            WorkOrder may be created and associated with the instances that represent the tyre that
            is flat, the car and the spare wheel. "
470,WorkOutput,"A WorkOutput is a statement of output resulting from an activity or a
            task. The role of the work output is determined by classification. When applicable a
            work output may be classified as ""Planned""; ""Actual""; ""By-product""; ""Waste product"".
         "
471,WorkOutputAssignment,"A WorkOutputAssignment is an association of a work output statement with
            the source that produces or delivers the output. The work output can be planned as well
            as actual. The role of the assignment is determined by classification.
         "
472,WorkOutputRelationship,"A WorkOutputRelationship is a relationship between two work output
            statements. The meaning of the relationship is determined by classification. A
            WorkOutputRelationship is classified as ""realized by"" . "
473,WorkRequest,"A WorkRequest is the solicitation for some work to be done. NOTE: These
            requests may not be acted upon depending on the authorization granted to the request or
            its associated WorkOrder. "
474,WorkRequestAssignment,"An WorkRequestAssignment is an association of a WorkRequest with the
            product or activity data that are subjects of this WorkRequest. In case a tyre on a car
            is flat, a WorkRequest may be created and associated with the instances that represent
            the tyre that is flat, the car and the spare wheel. "
475,WorkRequestRelationship," AWorkRequestRelationship is a specialization of an RelationshipObject
            that is a relationship between two instances of WorkRequest. NOTE: The meaning of the
            relationship is determined by classification which is identified by the
            RelationshipObject property. The possible classifications are subclasses of .
         "
476,XorStateCauseEffectDefinition,"An XorStateCauseEffectDefinition is a specialization of
            StateCauseEffectDefinition. It relates one of the single or many causing state
            definition(s) and one effect StateDefinition, whereby any and only one of the causing
            state definitions exists prior to the single effect to take place. "
477,ZoneBreakdown,"A ZoneBreakdown is a specialization of Breakdown that identifies a
            partitioning of a product into a set of related zonal elements so as to form explicit,
            parent-child views that comprise the product elements. The parent-child view is
            represented by ZoneElementUsage instances relating the zonal elements in the breakdown
            which are represented by ZoneElements. A zonal breakdown provides a means of identifying
            the decomposition of an aircraft in terms of spaces or high-level conceptual parts such
            as 'wing' - which might further decompose into lower-level zones such as 'inner-wing',
            and 'outer wing'. "
478,ZoneBreakdownContext,"A ZoneBreakdownContext is a specialization of BreakdownContext that is a
            membership relationship between a ZoneElement and a ZoneBreakdown of which the zonal
            element is a member. A 'fire-check zone' might be a member of the zonal breakdown of a
            building. "
479,ZoneBreakdownVersion,"A ZoneBreakdownVersion is a specialization of BreakdownVersion that
            identifies a version of a ZoneBreakdown An architect modifies the current fire-check
            zone breakdown for an building on the basis of reports from a buildings inspector.
         "
480,ZoneElement,"A ZoneElement is a specialization of BreakdownElement that identifies
            the elements in one or more ZoneBreakdown instances. 'Empennage', 'Right vertical
            stabilizer and rudder' and 'Lower rudder' are all elements in a zonal breakdown of an
            aircraft. "
481,ZoneElementDefinition,"A ZoneElementDefinition is a specialization of
            BreakdownElementDefinition that identifies a view of a version ( ZoneElementVersion) of
            a ZoneElement. For an aircraft, an element 'Right vertical stabilizer tip' is in a zonal
            breakdown that an engineer uses for reliability-centred maintenance analysis.
         "
482,ZoneElementUsage,"A ZoneElementUsage is a specialization of BreakdownElementUsage that is
            a relationship between a parent and child ZoneElement. In a zonal breakdown, the 'wing'
            (parent) might include (as children) an 'inner wing' and an 'outer wing'.
         "
483,ZoneElementVersion,"A ZoneElementVersion is a specialization of BreakdownElementVersion that
            identifies a version of a ZoneElement. An engineer defines an inspection task on a
            breakdown element 'Upper rudder' that is part of a zonal breakdown of an aircraft. The
            engineer identifies the corresponding view of the breakdown element.
         "
